,name,url,position,score,hometown,offers,state
17,Amin Vanover,https://247sports.com/player/amin-vanover-46058562,SDE ,0.8829," St Joseph Regional (Montvale, NJ)                  ","['Penn State', 'Alabama', 'Boston College', 'Clemson', 'Georgia', 'Iowa State', 'Kent State', 'Kentucky', 'Nebraska', 'Ohio State', 'Oregon', 'Pittsburgh', 'Rutgers', 'Syracuse', 'TCU', 'Temple', 'Texas A&M', 'Virginia', 'Virginia Tech', 'West Virginia', 'Wisconsin']",NJ
18,Tyler Elsdon,https://247sports.com/player/tyler-elsdon-46079301,ILB ,0.8748," North Schuylkill (Ashland, PA)                    ","['Penn State', 'Air Force', 'Army', 'Bowling Green', 'Buffalo', 'Colgate', 'Columbia', 'Cornell', 'Dartmouth', 'Fordham', 'Harvard', 'Lafayette', 'Louisville', 'Maryland', 'Massachusetts', 'Monmouth', 'Pennsylvania', 'Princeton', 'Richmond', 'Toledo', 'Tulane', 'Vanderbilt', 'Virginia', 'West Virginia', 'William & Mary', 'Yale', 'Youngstown State']",PA
19,Brandon Taylor,https://247sports.com/player/brandon-taylor-46080475,SDE ,0.8721," Lima Senior (Lima, OH)                  ","['Penn State', 'Akron', 'Ball State', 'Bowling Green', 'Cincinnati', 'Eastern Michigan', 'Iowa State', 'Kent State', 'Kentucky', 'Michigan', 'Michigan State', 'Ohio', 'Oklahoma', 'Tennessee', 'Toledo', 'USF', 'West Virginia']",OH
20,Bryce Mostella,https://247sports.com/player/bryce-mostella-46051468,WDE ,0.8715," East Kentwood (Grand Rapids, MI)                    ","['Penn State', 'Iowa', 'Akron', 'Ball State', 'Boston College', 'Bowling Green', 'Central Michigan', 'Cincinnati', 'Indiana', 'Kentucky', 'Miami', 'Michigan', 'Minnesota', 'Nebraska', 'Northern Illinois', 'Ohio State', 'Pittsburgh', 'Purdue', 'Syracuse', 'Toledo', 'Western Michigan', 'Michigan State']",MI
21,Malick Meiga,https://247sports.com/player/malick-meiga-46083106,WR ,0.8702," Cegep du Vieux  (Montreal, QC)                  ","['Penn State', 'Ball State', 'Baylor', 'Buffalo', 'Cincinnati', 'Connecticut', 'Illinois', 'Liberty', 'Louisville', 'Massachusetts', 'Ohio', 'Rutgers', 'South Carolina', 'Syracuse', 'Tennessee', 'Toledo', 'Virginia Tech', 'West Virginia']",QC
22,Norval Black,https://247sports.com/player/norval-black-46084801,WR ,0.869," Lackawanna C.C. (Scranton, PA)                  ",['Penn State'],PA
23,Tyler Warren,https://247sports.com/player/tyler-warren-46049790,ATH ,0.8676," Atlee (Mechanicsville, VA)                  ","['Penn State', 'Virginia Tech', 'Louisville', 'Michigan', 'South Carolina', 'Syracuse', 'Virginia']",VA
24,Fatorma Mulbah,https://247sports.com/player/fatorma-mulbah-46083390,DT ,0.8614," Susquehanna Twp (Harrisburg, PA)                    ","['Penn State', 'Army', 'Bowling Green', 'Buffalo', 'Connecticut', 'Massachusetts', 'Navy', 'Temple', 'Toledo', 'Maryland', 'Ohio State', 'Rutgers']",PA
25,Ibrahim Traore,https://247sports.com/player/ibrahim-traore-46081211,OT ,0.8593," Frederick Douglas Academy Ii (New York, NY)                  ","['Penn State', 'Buffalo', 'Indiana', 'Massachusetts', 'Miami', 'Minnesota', 'Monmouth', 'Ole Miss', 'Purdue', 'Rutgers', 'Temple', 'Tennessee', 'Toledo', 'West Virginia']",NY
26,Nick Dawkins,https://247sports.com/player/nick-dawkins-46057948,OG ,0.8586," Parkland (Allentown, PA)                    ","['Penn State', 'Air Force', 'Army', 'Boston College', 'Buffalo', 'Columbia', 'Connecticut', 'Cornell', 'Dartmouth', 'Florida Atlantic', 'Howard', 'Illinois State', 'Indiana', 'Kansas', 'Kent State', 'Liberty', 'Louisville', 'Massachusetts', 'Northwestern', 'Pennsylvania', 'Pittsburgh', 'Rutgers', 'Temple', 'Tennessee', 'Tulane', 'UCF', 'Vanderbilt', 'West Virginia', 'William & Mary', 'Yale', 'Arizona State', 'North Carolina', 'Syracuse']",PA
