,name,url,position,score,hometown,offers,state
12,Mitchell Mayes,https://247sports.com/player/mitchell-mayes-46051711,OG ,0.9337," Leesville Road (Raleigh, NC)                    ","['Clemson', 'Appalachian State', 'Auburn', 'Boston College', 'Colorado', 'Duke', 'East Carolina', 'Florida State', 'Georgia', 'Georgia Tech', 'Louisville', 'Mississippi State', 'NC State', 'North Carolina', 'Penn State', 'Syracuse', 'Tennessee', 'Vanderbilt', 'Virginia', 'Virginia Tech', 'Wake Forest', 'West Virginia']",NC
13,Sergio Allen,https://247sports.com/player/sergio-allen-46042574,ILB ,0.9274," Peach County (Fort Valley, GA)                    ","['Clemson', 'Alabama', 'Auburn', 'Florida', 'Georgia', 'LSU', 'Michigan', 'Ole Miss', 'Penn State', 'South Carolina', 'Tennessee', 'Vanderbilt', 'Georgia Tech']",GA
14,Kevin Swint,https://247sports.com/player/kevin-swint-46036484,ILB ,0.9148," Carrollton (Carrollton, GA)                    ","['Clemson', 'Stanford', 'Alabama', 'Auburn', 'Florida', 'Georgia', 'Georgia Tech', 'Indiana', 'Kentucky', 'Louisville', 'LSU', 'Memphis', 'Miami', 'Michigan', 'Missouri', 'Nebraska', 'Notre Dame', 'Ohio State', 'South Carolina', 'Tennessee', 'Texas A&M', 'UCF', 'Wake Forest', 'Wisconsin']",GA
15,Bryn Tucker,https://247sports.com/player/bryn-tucker-45572456,OG ,0.9077," Knoxville Catholic (Knoxville, TN)                    ","['Clemson', 'Alabama', 'Auburn', 'Florida', 'Florida State', 'Georgia', 'Georgia Tech', 'Louisville', 'LSU', 'Memphis', 'Mississippi State', 'Nebraska', 'Notre Dame', 'Ohio State', 'Oklahoma', 'Ole Miss', 'Purdue', 'South Carolina', 'Tennessee', 'Vanderbilt', 'Virginia', 'Virginia Tech', 'Arkansas', 'Florida State', 'Georgia', 'Kentucky']",TN
16,John Williams,https://247sports.com/player/john-williams-46051782,OT ,0.8891," Creekview (Canton, GA)                  ","['Clemson', 'Maryland', 'Memphis', 'NC State', 'North Carolina', 'Ole Miss', 'Tennessee', 'Virginia', 'Wake Forest', 'Wisconsin', 'Furman', 'Georgia Tech', 'South Carolina', 'Tulane', 'Vanderbilt']",GA
17,Ajou Ajou,https://247sports.com/player/ajou-ajou-46082144,WR ,0.8843," Clearwater Academy International (Clearwater, FL)                  ","['Clemson', 'Nebraska', 'Alabama', 'Auburn', 'Buffalo', 'Coastal Carolina', 'Florida', 'Florida Atlantic', 'Florida State', 'Illinois', 'Indiana', 'Iowa', 'Iowa State', 'Kansas', 'Kentucky', 'Miami', 'Minnesota', 'Ole Miss', 'Oregon', 'Penn State', 'Pittsburgh', 'Syracuse', 'Tennessee', 'Texas A&M', 'UCF', 'Virginia', 'Washington State', 'West Virginia']",FL
18,Kobe Pryor,https://247sports.com/player/kobe-pryor-46050865,RB ,0.8824," Cedartown (Cedartown, GA)                  ","['Clemson', 'Appalachian State', 'Auburn', 'Central Michigan', 'Duke', 'East Carolina', 'Georgia Southern', 'Georgia Tech', 'Kent State', 'Michigan', 'NC State', 'Nebraska', 'Notre Dame', 'Purdue', 'South Carolina', 'Texas', 'West Virginia']",GA
19,Sage Ennis,https://247sports.com/player/sage-ennis-46081869,TE ,0.8723," Lincoln (Tallahassee, FL)                    ","['Clemson', 'Air Force', 'Appalachian State', 'Cincinnati', 'Coastal Carolina', 'Columbia', 'Cornell', 'Dartmouth', 'Eastern Michigan', 'FIU', 'Florida A&M', 'Florida Atlantic', 'Florida State', 'Georgia Southern', 'Georgia State', 'Harvard', 'Jacksonville State', 'Louisville', 'Marshall', 'Maryland', 'Memphis', 'Miami', 'NC State', 'Ole Miss', 'Penn State', 'Princeton', 'Rice', 'Rutgers', 'South Alabama', 'South Carolina', 'Southern Miss', 'Tennessee State', 'Troy', 'Tulane', 'UAB', 'UCF', 'USF', 'West Virginia', 'William & Mary', 'Yale', 'Ole Miss']",FL
20,Tyler Venables,https://247sports.com/player/tyler-venables-94711,S ,0.8498," D W Daniel (Central, SC)                    ","['Clemson', 'Coastal Carolina', 'Jacksonville State', 'Nevada', 'Wake Forest', 'Arizona State', 'Miami', 'Oklahoma', 'SMU']",SC
21,Trent Howard,https://247sports.com/player/trent-howard-46056626,OG ,0.8484," Briarwood Christian (Birmingham, AL)                  ","['Clemson', 'Georgia Tech', 'Air Force', 'Appalachian State', 'Arkansas State', 'Boston College', 'Chattanooga', 'Coastal Carolina', 'Dartmouth', 'Eastern Kentucky', 'Florida Atlantic', 'Georgia State', 'Liberty', 'Louisiana', 'Louisville', 'Maryland', 'Miami', 'Navy', 'South Alabama', 'Southern Miss', 'Troy', 'Tulane', 'UAB', 'Wake Forest']",AL
